name,url,image,startDate,endDate,description,description_fr,location,city,region,page,region_abbr
VELD Music Festival 2025,https://www.musicfestivalwizard.com/festivals/veld-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/02/Veld_Logo.jpg,2025-08-01,2025-08-03,"Electronic and hip-hop combine forces in downtown Toronto for this 2-day Canadian festival. Taking place at Downsview Park, this city fest attracts 30,000 festies a day. ",,Downsview Park,Toronto,Ontario,13,ON
Watershed Festival 2025,https://www.musicfestivalwizard.com/festivals/watershed-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/04/Watershed_Logo.jpg,2025-08-01,2025-08-03,"Watershed is a massive country music festival held at The Gorge in Washington. With plenty of camping and eye-popping views, this is a one-of-kind country fest experience that's not to be missed. ",,The Gorge Amphitheatre ,George,Washington,14,WA
Wickham Festival 2025,https://www.musicfestivalwizard.com/festivals/wickham-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/10/Wickham_Festival_Logo.jpg,2025-07-31,2025-08-03,"'Wickham Festival is a 4-day music & arts festival held every August in a stunningly beautiful rural location near the historic village of Wickham in Hampshire. With live music on four stages plus a host of other entertainment, Wickham is rated by many as one of the safest, most relaxed and family-friendly festivals in the UK.' ",,Wickham Village Square,Wickham,United Kingdom,14,UK
Wilderness Festival 2025,https://www.musicfestivalwizard.com/festivals/wilderness-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/08/Wilderness_Logo.jpg,2025-07-31,2025-08-03,The inspired Wilderness Festival welcomes festies to a British boutique experience in a stunning nature reserve. Everyone is invited to be part of a community and a celebration with a 'vast and unique program that celebrates each art with equal significance.' A truly unique summer festival in Oxfordshire. ,,Cornbury Park,Oxfordshire,United Kingdom,14,UK
Y Not Festival 2025,https://www.musicfestivalwizard.com/festivals/y-not-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/08/y_not_festival_logo.jpg,2025-07-31,2025-08-03,"For one weekend a year, the gorgeous Peak District countryside becomes home to the Y Not Festival. Y Not is a small, fresh, and loud music festival, with a fantastic atmosphere and a history of amazing live acts.",,Aston Hill Farm,Derbyshire,United Kingdom,14,UK
Young Island Festival 2025,https://www.musicfestivalwizard.com/festivals/young-island-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/10/Young-Island-Hero.jpg,2025-07-31,2025-08-03,"Young Island offers a variety of activities and special moments that turned the Isle of Leisure into a true paradise of music and fun. From spectacular scenographies and fascinating lights to delicious food stands and seating areas, everything is designed to provide a memorable experience for each participant.",,Bacău,Bacău, România,14,
Defected Croatia 2025,https://www.musicfestivalwizard.com/festivals/defected-croatia-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/01/Defected-Croatia-Logo-e1485615379699.jpg,2025-07-30,2025-08-04,"It's house music heaven when the UK Defected label takes over The Garden at Tisno. Beachside camping, boat parties, special shows, and lots of surprises makes this an ideal island getaway. Need a break from the bumping beats? Explore the lovely Croatian seaside city of Tisno in between sets. ",,The Garden Resort,Tisno, Croatia,14,
Garbicz Festival 2025,https://www.musicfestivalwizard.com/festivals/garbicz-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/07/Garbicz-Featured-Image.jpg,2025-07-31,2025-08-04,"Garbicz is a unique experience designed to bring people closer to nature, music, and each other. At the festival, fans honor this by disconnecting from their screens and reconnecting with themselves and the community.",,Lake Wielicko,Garbicz, Poland,14,
OZORA Festival 2025,https://www.musicfestivalwizard.com/festivals/ozora-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/10/OZARA-Festival-Logo-e1445086420766.jpg,2025-07-25,2025-08-05,"We would call it a transformational festival but OZORA describes itself as 'reaching out into the deepest realms of your imagination and displaying, sharing that glorious, that grotesque, that unparalleled treasure you find within is one of the pillars of the Ozora experience.' Get ready to get weird. ",,Dádpuszta,Dádpuszta, Hungary,14,
Punk Rock Holiday 2025,https://www.musicfestivalwizard.com/festivals/punk-rock-holiday-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2016/01/Punk_Rock_Holiday_2016_Logo-e1452014101419.jpg,2025-08-05,2025-08-08,"'Punk Rock Holiday has truly become one of the most anticipating events in Europe to those who have once experienced a different meaning of a festival. Camping in the shade of the trees, surrounded by mountains, a Mediterranean climate, main stage in an avenue of trees, no barricades between bands and audience and a beach stage should give you the impression of how amazing this festival really is.'",,Sotočje Peninsula,Tolmin, Slovenia,14,
Ashley For The Arts 2025,https://www.musicfestivalwizard.com/festivals/ashley-for-the-arts-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/06/Ashley-for-the-Arts-Hero.jpg,2025-08-07,2025-08-09,"Ashley for the Arts in Wisconsin provides the entire family with 3 days of world class entertainment, art, exercise and play for one low cost!",,Memorial Park,Arcadia,Wisconsin,14,WI
Beanstalk Music Festival 2025,https://www.musicfestivalwizard.com/festivals/beanstalk-music-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/02/Beanstalk.png,2025-08-07,2025-08-09,"Nestled right along the Colorado River at Rancho Del Rio in the Vail Valley, Beanstalk hosts a wide range of national and local talent as well as a number of outdoor activities. Recreation ranges from rafting down the mighty river to hiking for hot springs to biking the miles of paths. Then return to camp to take in the evening’s wonderful sets of music. There is never a shortage of fun and adventure at Beanstalk Festival. ",,Rancho Del Rio,Bond, Colorado,14,
Brutal Assault 2025,https://www.musicfestivalwizard.com/festivals/brutal-assault-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/10/Brutal_Assault_Logo.jpg,2025-08-06,2025-08-09,"It's metal to the extreme at this open-air festival held in an 18th-century army fortress. Started in 1996, this camping festival hosts about 15,000 attendees.  ",,Josefov Fortress,Jaroměř, Czech,14,
Dance Valley 2025,https://www.musicfestivalwizard.com/festivals/dance-valley-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/01/Dance_Valley_Logo.jpg,2025-08-09,2025-08-09,"For over two decades, the iconic Dance Valley has welcomed electronic to this massive single-day festival. With 10+ stages and 60,000 dance happy revelers, this is truly one of the wildest parties of the summer. The electronic music is varied, dipping into sub-genres like trance, hardstyle, EDM, and techno. ",,Oosterbroek,Velsen, Netherlands,14,
Das Energi Festival 2025,https://www.musicfestivalwizard.com/festivals/das-energi-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2012/02/Das_Fest_Logo.jpg,2025-08-08,2025-08-09,"This small EDM-centric Utah festival has stepped up to the next level in recent years, gaining national recognition for its production and lineup. Not many venues can match the atmosphere of The Great Saltair, a historical Utah icon that overlooks the stark beauty of the Great Salt Lake and the sharp backdrop of the Wasatch Range mountains. ",,The Great Saltair,Salt Lake City,Utah,14,UT
Domefest 2025,https://www.musicfestivalwizard.com/festivals/domefest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/11/Pigeon-Lake-Fest-Logo.jpg,2025-08-07,2025-08-09,"Domefest, hosted by Pigeons Playing Ping Pong, returns for a weekend of camping and music. ",,ACE Adventure Resort,New River Gorge,West Virginia,14,WV
Fresh Wave Festival 2025,https://www.musicfestivalwizard.com/festivals/fresh-wave-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2022/07/Fresh-Wave-Festival-Hero.jpg,2025-08-07,2025-08-09,"For ten years, Fresh Wave Festival has been bringing bumping beats to the Balkans. Taking place in the historic Kastel Fortress of Banja Luka, this is a weekend of camping and celebrating amazing house and techno artists from around the world.  ",,Kastel Fortress,Banja Luka, BiH,14,
Grape Festival 2025,https://www.musicfestivalwizard.com/festivals/grape-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2019/12/Grape-Festival-Hero.jpg,2025-08-08,2025-08-09,"'2020 will definitely be the last festival edition that will take place at Piešťany Airport, so we will say our final goodbye to this area in the summer. Knowing this, you can already guess the theme of the festival.'",,Piešťany Airport,Piešťany, Slovakia,14,
Great British Beer Festival 2025,https://www.musicfestivalwizard.com/festivals/great-british-beer-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/04/Great-British-Beer-Festival-FI.jpg,2025-08-05,2025-08-09,"The Great British Beer Festival is one of the biggest, most exciting and well-known annual events in the beer and cider world dating back to 1977. It brings hundreds of UK beers, international beers and real ciders and perries under one roof. As well as the huge range of drinks, you can enjoy a varied selection of street food and live music in the afternoons and evenings.",,NEC Birmingham,Birmingham,United Kingdom,14,UK
Haldern Pop Festival 2025,https://www.musicfestivalwizard.com/festivals/haldern-pop-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/06/Haldern_Pop_Logo.jpg,2025-08-07,2025-08-09,"Haldern Pop is an open-air summertime festival that takes place in the rolling meadows of the lower Rhine in Rees. This cozy festival keeps the attendance under 5,000 people while still fielding a world-class lineup of pop and indie rock.",,Rees Park,Haldern, Germany,14,
Hellsinki Metal Festival 2025,https://www.musicfestivalwizard.com/festivals/hellsinki-metal-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/09/Hellsinki-2025.jpg,2025-08-08,2025-08-09,"Hellsinki Metal Festival complements the city's already existing great event offer. The new outdoor festival will be organized in the area of ​​the Helsinki ice hall on Nordenskjöldinkatu, more familiarly called Nordis.",, Nordenskiöldinkatu,Helsinki, Finland,15,
JamPacked Festival 2025,https://www.musicfestivalwizard.com/festivals/jampacked-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/JamPacked-2025-Lineup-Poster.jpg,2025-08-09,2025-08-09,"It's craft beer and jam bands during this single day festival held at Brown's Island in Richmond, Virginia. ",,Brown's Island,Richmond,Virginia,15,VA
Leyendas Del Rock 2025,https://www.musicfestivalwizard.com/festivals/leyendas-del-rock-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/01/Leyendas-Del-Rock-2025-Lineup-Poster.jpg,2025-08-06,2025-08-09,"Leyendas del Rock is a Spanish heavy metal festival held annually in Villena, Alicante. It showcases a mix of legendary rock and metal bands alongside emerging acts from Spain and around the world. ",,Municipal Sports Centre of Villena,Villena, Spain,15,
Lovefest 2025,https://www.musicfestivalwizard.com/festivals/lovefest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/07/Lovefest_2017.jpg,2025-08-07,2025-08-09,"'The extremely budget-friendly Lovefest is a solid addition to the quickly growing Balkan electronic music festival circuit. In the United States and England, we have all these archaic laws about noise past midnight, but Serbia has no such qualms, and the music stays bumping literally into the dawn. The gates don’t open until sunset, and it’s empty until around midnight, at which point you can barely move until sunrise.' - 100nightsofsummer.com",,City Park Lake,Vrnjačka Banja, Serbia,15,
Neon Nights 2025,https://www.musicfestivalwizard.com/festivals/neon-nights-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/11/Neon-Nights.jpg,2025-08-08,2025-08-09,This two-day country festival lights up the night in Ohio this August. ,,Clay’s Resort Jellystone Park ,North Lawrence,Ohio,15,OH
Neopop 2025,https://www.musicfestivalwizard.com/festivals/neopop-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2019/02/Neopop_Logo.jpg,2025-08-07,2025-08-09,"Dip your toes into the Atlantic Ocean during three days of partying at the electronic Neopop Festival. Mixing live performances and DJ sets, the Portuguese fest has become a mecca for techno fans across Europe. The tiny coastal town of Viana do Castelo where Neopop lives is filled with the character and history of the region. ",,Castelo Santiago da Barra,Viana do Castelo, Portugal,15,
Oya Festival 2025,https://www.musicfestivalwizard.com/festivals/oya-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2014/09/OYA_Logo.jpg,2025-08-05,2025-08-09,"Øya Festival is the largest outdoor festival in Norway, taking place on the east side of Oslo at the beautiful Tøyenparken. 60,000 festies are drawn every August for four days of a wonderfully curated international lineup that pulls in some heavy hitters as headliners. Øya Festival also prides itself on its sustainability and their groundbreaking green initiatives. ",,Tøyen Park,Oslo, Norway,15,
Picture On Festival 2025,https://www.musicfestivalwizard.com/festivals/picture-on-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2018/02/Picture_On_Logo.jpg,2025-08-08,2025-08-09,"For two decades, Picture On Festival has been rocking Austria. You'll find 30+ acts over 3 days at this camping fest. ",,Festivalgelände Bildein ,Unterbildein, Austria,15,
Positivus Festival 2025,https://www.musicfestivalwizard.com/festivals/positivus-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2017/03/Positivus_Festival_Logo.jpg,2025-08-08,2025-08-09,"One of our picks for a undiscovered gem – Positivus takes place in the pretty coastal town of Salacgriva in Latvia. The lineup includes international headliners, underground talent, and plenty of art – all of which combine into one super-chill festival. Camp in grassy fields, see artists performing in the forests, and dip your toes into the Baltic Sea.  ",,Salacgriva Beach,Riga, Lucavsala,15,
Rock La Cauze 2025,https://www.musicfestivalwizard.com/festivals/rock-la-cauze-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Rock-La-Cauze-2025.png,2025-08-07,2025-08-09,"Discover the Québec music festival of punk rock, ska and metal over three days. ",,Parc Terre des Jeunes,Victoriaville,Quebec,15,QC
Shutdown 2025,https://www.musicfestivalwizard.com/festivals/shutdown-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2024/08/Shutdown-Featured-Image.jpg,2025-08-09,2025-08-09,One of Austria's biggest Harder Styles festival takes place at the Nuclear Power Plant Zwentendorf.,,Nuclear Power Plant Zwentendorf,Vienna, Austria,15,
SonicBlast 2025,https://www.musicfestivalwizard.com/festivals/sonicblast-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/02/Sonic-Blast-FI.png,2025-08-07,2025-08-09,Get ready for a SonicBlast of music at this beach festival in Portugal. ,,Viana do Castelo,Vila Praia de Âncora, Portugal,15,
Stars In Town 2025,https://www.musicfestivalwizard.com/festivals/stars-in-town-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/06/Stars-in-Town-2025-Lineup-Poster.jpg,2025-07-30,2025-08-09,"Stars in Town is one of Switzerland’s leading music festivals, held every August in the historic old town of Schaffhausen. Since its founding in 2010, it has hosted a mix of international superstars and top Swiss acts across genres like rock, pop, and indie. Past performers include Amy Macdonald, Alanis Morissette, OneRepublic, Zucchero, Rag’n’Bone Man, and Die Toten Hosen.",,Old Town Schaffhausen,Schaffhausen, Switzerland,15,
Sudoeste Festival 2025,https://www.musicfestivalwizard.com/festivals/sudoeste-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/01/MEO_Sudoeste_2015-e1482253344354.jpg,2025-08-06,2025-08-09,MEO Sudoeste settles into a coastal Portuguese town for a marathon five days of music. The festival brings in a varied array of artists with a strong emphasis on electronic and pop. For festival-goers the fabled Alentejo coast is nearby for swimming and exploration.  ,,Zambujeira do Mar,Zambujeira Do Mar, Portugal,15,
Syd For Solen 2025,https://www.musicfestivalwizard.com/festivals/syd-for-solen-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2023/11/Syd-For-Solen-Hero.jpg,2025-08-07,2025-08-09,"SYD FOR SOLEN is a three-day music festival in Søndermarken, Frederiksberg. Catch progressive artists in a carefully designed venue to create a unique festival experience in the heart of the city one day at a time.",,Sondermarken,Frederiksberg, Denmark,15,
This Is Hardcore Fest 2025,https://www.musicfestivalwizard.com/festivals/this-is-hardcore-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/06/This-Is-Hardcore-2025-Lineup-Poster.jpg,2025-08-08,2025-08-09,"Taking place at the Franklin Music Hall in Philadelphia, This Is Hardcore is three days of hard rock, crowd surfing, and rowdy performances. ",,Underground Arts,Philadelphia,Pennsylvania,15,PA
Tribes Unite 2025,https://www.musicfestivalwizard.com/festivals/tribes-unite-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/04/Tribes-Unite-2025-Lineup-Poster.jpg,2025-08-09,2025-08-09,,,Milton Keynes Bowl,Milton Keynes,United Kingdom,15,UK
Up in the Sky Festival 2025,https://www.musicfestivalwizard.com/festivals/up-in-the-sky-festival-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2025/02/Up-In-The-Sky-Fest-2025-Lineup-Poster.jpg,2025-08-08,2025-08-09,Check out some amazing performers with the incredible scenery of Buttermilk Mountain as a backdrop this summer in Aspen. ,,Buttermilk Mountain,Aspen,Colorado,15,CO
Way Out West 2025,https://www.musicfestivalwizard.com/festivals/way-out-west-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2015/01/Way_Out_West_2015-e1481458932691.jpg,2025-08-07,2025-08-09,Way Out West welcomes some of the largest bands in the world to Sweden every August in Goteborg. The lovely Slottsskogen Park is home to the eco-friendly fest and a super chill Swedish crowd of festies. ,,Slottsskogen,Goteborg, Sweden,15,
WE Fest 2025,https://www.musicfestivalwizard.com/festivals/we-fest-2025/,https://www.musicfestivalwizard.com/wp-content/uploads/2013/08/WE_Fest_Logo-e1375984284424.jpg,2025-08-07,2025-08-09,"80,000 rowdy country fans descend on the tiny town of Detroit Lakes at this blowout. There’s ten campgrounds to stake out your territory with different areas for different lifestyles. And better leave the kids at home for this one — as the website states: 'we do not recommend that you bring your children.'",,Soo Pass Ranch,Detroit Lakes,Minnesota,15,MN
